"Col-0_ID"	"Accession"	"Accession_ID"
"AT1G63320"	"Ct-1_ID"	"ATCT-1G63320"
"AT2G02750"	"Ct-1_ID"	"ATCT-2G02750"
"AT5G16640"	"Ct-1_ID"	"ATCT-5G16640"
"AT1G63230"	"Ct-1_ID"	"ATCT-1G63230"
"AT1G12300"	"Ct-1_ID"	"ATCT-1G12300"
"AT1G12620"	"Ct-1_ID"	"ATCT-1G12620"
"AT1G64583"	"Ct-1_ID"	"ATCT-1G64583"
"AT1G06580"	"Ct-1_ID"	"ATCT-1G06580"
"AT1G07590"	"Ct-1_ID"	"ATCT-1G07590"
"AT1G19720"	"Ct-1_ID"	"ATCT-1G19720"
"AT2G31400"	"Ct-1_ID"	"ATCT-2G31400"
"AT5G02830"	"Ct-1_ID"	"ATCT-5G02830"
"AT5G48910"	"Ct-1_ID"	"ATCT-5G48910"
"AT5G13770"	"Ct-1_ID"	"ATCT-5G13770"
"AT5G42310"	"Ct-1_ID"	"ATCT-5G42310"
"AT1G56570"	"Ct-1_ID"	"ATCT-1G56570"
"AT1G62720"	"Ct-1_ID"	"ATCT-1G62720"
"AT4G34830"	"Ct-1_ID"	"ATCT-4G34830"
"AT5G04810"	"Ct-1_ID"	"ATCT-5G04810"
"AT2G41720"	"Ct-1_ID"	"ATCT-2G41720"
"AT1G60770"	"Ct-1_ID"	"ATCT-1G60770"
"AT5G27300"	"Ct-1_ID"	"ATCT-5G27300"
"AT3G60960"	"Ct-1_ID"	"ATCT-3G60960"
"AT5G10690"	"Ct-1_ID"	"ATCT-5G10690"
"AT4G16390"	"Ct-1_ID"	"ATCT-4G16390"
"AT1G12700"	"Ct-1_ID"	"ATCT-1G12700"
"AT2G18940"	"Ct-1_ID"	"ATCT-2G18940"
"AT1G62680"	"Ct-1_ID"	"ATCT-1G62680"
"AT5G46580"	"Ct-1_ID"	"ATCT-5G46580"
"AT5G21222"	"Ct-1_ID"	"ATCT-5G21222"
"AT3G04260"	"Ct-1_ID"	"ATCT-3G04260"
"AT3G16710"	"Ct-1_ID"	"ATCT-3G16710"
"AT3G22150"	"Ct-1_ID"	"ATCT-3G22150"
"AT3G29230"	"Ct-1_ID"	"ATCT-3G29230"
"AT1G02150"	"Ct-1_ID"	"ATCT-1G02150"
"AT1G79540"	"Ct-1_ID"	"ATCT-1G79540"
"AT3G59040"	"Ct-1_ID"	"ATCT-3G59040"
"AT3G06430"	"Ct-1_ID"	"ATCT-3G06430"
"AT4G14190"	"Ct-1_ID"	"ATCT-4G14190"
"AT1G30610"	"Ct-1_ID"	"ATCT-1G30610"
"AT1G61870"	"Ct-1_ID"	"ATCT-1G61870"
"AT3G16010"	"Ct-1_ID"	"ATCT-3G16010"
"AT3G53700"	"Ct-1_ID"	"ATCT-3G53700"
"AT5G50280"	"Ct-1_ID"	"ATCT-5G50280"
"AT5G25630"	"Ct-1_ID"	"ATCT-5G25630"
"AT2G41080"	"Ct-1_ID"	"ATCT-2G41080"
"AT1G47580"	"Ct-1_ID"	"ATCT-1G47580"
"AT2G30100"	"Ct-1_ID"	"ATCT-2G30100"
"AT4G21190"	"Ct-1_ID"	"ATCT-4G21190"
"AT5G60960"	"Ct-1_ID"	"ATCT-5G60960"
"AT4G14050"	"Ct-1_ID"	"ATCT-4G14050"
"AT4G02820"	"Ct-1_ID"	"ATCT-4G02820"
"AT2G36240"	"Ct-1_ID"	"ATCT-2G36240"
"AT2G35130"	"Ct-1_ID"	"ATCT-2G35130"
"AT1G59720"	"Ct-1_ID"	"ATCT-1G59720"
"AT1G09820"	"Ct-1_ID"	"ATCT-1G09820"
"AT4G26680"	"Ct-1_ID"	"ATCT-4G26680"
"AT5G13270"	"Ct-1_ID"	"ATCT-5G13270"
"AT2G15690"	"Ct-1_ID"	"ATCT-2G15690"
"AT4G30825"	"Ct-1_ID"	"ATCT-4G30825"
"AT3G22690"	"Ct-1_ID"	"ATCT-3G22690"
"AT3G48810"	"Ct-1_ID"	"ATCT-3G48810"
"AT4G31850"	"Ct-1_ID"	"ATCT-4G31850"
"AT5G66520"	"Ct-1_ID"	"ATCT-5G66520"
"AT2G15820"	"Ct-1_ID"	"ATCT-2G15820"
"AT2G01860"	"Ct-1_ID"	"ATCT-2G01860"
"AT1G01970"	"Ct-1_ID"	"ATCT-1G01970"
"AT1G55890"	"Ct-1_ID"	"ATCT-1G55890"
"AT1G08610"	"Ct-1_ID"	"ATCT-1G08610"
"AT3G49730"	"Ct-1_ID"	"ATCT-3G49730"
"AT2G32230"	"Ct-1_ID"	"ATCT-2G32230"
"AT1G74850"	"Ct-1_ID"	"ATCT-1G74850"
"AT3G49142"	"Ct-1_ID"	"ATCT-3G49142"
"AT1G50270"	"Ct-1_ID"	"ATCT-1G50270"
"AT2G20710"	"Ct-1_ID"	"ATCT-2G20710"
"AT4G39620"	"Ct-1_ID"	"ATCT-4G39620"
"AT2G37230"	"Ct-1_ID"	"ATCT-2G37230"
"AT4G20090"	"Ct-1_ID"	"ATCT-4G20090"
"AT4G21900"	"Ct-1_ID"	"ATCT-2G16650"
"AT3G26630"	"Ct-1_ID"	"ATCT-3G26630"
"AT3G15590"	"Ct-1_ID"	"ATCT-3G15590"
"AT2G18520"	"Ct-1_ID"	"ATCT-2G18520"
"AT5G01110"	"Ct-1_ID"	"ATCT-5G01110"
"AT4G18975"	"Ct-1_ID"	"ATCT-4G18975"
"AT5G61800"	"Ct-1_ID"	"ATCT-5G61800"
"AT1G66345"	"Ct-1_ID"	"ATCT-1G66345"
"AT1G74750"	"Ct-1_ID"	"ATCT-1G74750"
"AT3G04760"	"Ct-1_ID"	"ATCT-3G04760"
"AT3G29290"	"Ct-1_ID"	"ATCT-3G29290"
"AT1G26460"	"Ct-1_ID"	"ATCT-1G26460"
"AT5G09450"	"Ct-1_ID"	"ATCT-5G09450"
"AT1G31920"	"Ct-1_ID"	"ATCT-1G31920"
"AT1G22960"	"Ct-1_ID"	"ATCT-1G22960"
"AT5G67570"	"Ct-1_ID"	"ATCT-5G67570"
"AT3G46610"	"Ct-1_ID"	"ATCT-3G46610"
"AT3G02490"	"Ct-1_ID"	"ATCT-3G02490"
"AT2G30780"	"Ct-1_ID"	"ATCT-2G30780"
"AT4G22760"	"Ct-1_ID"	"ATCT-4G22760"
"AT5G41170"	"Ct-1_ID"	"ATCT-5G41170"
"AT5G59900"	"Ct-1_ID"	"ATCT-5G59900"
"AT3G53170"	"Ct-1_ID"	"ATCT-3G53170"
"AT5G57250"	"Ct-1_ID"	"ATCT-5G57250"
"AT2G37310"	"Ct-1_ID"	"ATCT-2G37310"
"AT2G40240"	"Ct-1_ID"	"ATCT-2G40240"
"AT4G19440"	"Ct-1_ID"	"ATCT-4G19440"
"AT1G11710"	"Ct-1_ID"	"ATCT-1G11710"
"AT2G19280"	"Ct-1_ID"	"ATCT-2G19280"
"AT1G69350"	"Ct-1_ID"	"ATCT-1G69350"
"AT5G48730"	"Ct-1_ID"	"ATCT-5G48730"
"AT1G16480"	"Ct-1_ID"	"ATCT-1G16480"
"AT5G14770"	"Ct-1_ID"	"ATCT-5G14770"
"AT3G02650"	"Ct-1_ID"	"ATCT-3G02650"
"AT1G13410"	"Ct-1_ID"	"ATCT-1G13410"
"AT5G65570"	"Ct-1_ID"	"ATCT-5G65570"
"AT4G17616"	"Ct-1_ID"	"ATCT-4G17616"
"AT2G13600"	"Ct-1_ID"	"ATCT-2G13600"
"AT1G64100"	"Ct-1_ID"	"ATCT-1G64100"
"AT1G73710"	"Ct-1_ID"	"ATCT-1G73710"
"AT1G71210"	"Ct-1_ID"	"ATCT-1G71210"
"AT2G17033"	"Ct-1_ID"	"ATCT-2G17033"
"AT2G26790"	"Ct-1_ID"	"ATCT-2G26790"
"AT5G55840"	"Ct-1_ID"	"ATCT-5G55840"
"AT3G09650"	"Ct-1_ID"	"ATCT-3G09650"
"AT5G55740"	"Ct-1_ID"	"ATCT-5G55740"
"AT3G06920"	"Ct-1_ID"	"ATCT-3G06920"
"AT1G80270"	"Ct-1_ID"	"ATCT-1G80270"
"AT1G10270"	"Ct-1_ID"	"ATCT-1G10270"
"AT3G14730"	"Ct-1_ID"	"ATCT-3G14730"
"AT1G74900"	"Ct-1_ID"	"ATCT-1G74900"
"AT1G10910"	"Ct-1_ID"	"ATCT-1G10910"
"AT4G01030"	"Ct-1_ID"	"ATCT-4G01030"
"AT3G13160"	"Ct-1_ID"	"ATCT-3G13160"
"AT1G06150"	"Ct-1_ID"	"ATCT-1G06149"
"AT5G39350"	"Ct-1_ID"	"ATCT-5G39350"
"AT3G46870"	"Ct-1_ID"	"ATCT-3G46870"
"AT5G43790"	"Ct-1_ID"	"ATCT-5G43790"
"AT3G56030"	"Ct-1_ID"	"ATCT-3G56030"
"AT4G13650"	"Ct-1_ID"	"ATCT-4G13650"
"AT4G28010"	"Ct-1_ID"	"ATCT-4G28010"
"AT3G03580"	"Ct-1_ID"	"ATCT-3G03580"
"AT5G18390"	"Ct-1_ID"	"ATCT-5G18390"
"AT3G14580"	"Ct-1_ID"	"ATCT-3G14580"
"AT2G35030"	"Ct-1_ID"	"ATCT-2G35030"
"AT1G71490"	"Ct-1_ID"	"ATCT-1G71490"
"AT1G06710"	"Ct-1_ID"	"ATCT-1G06710"
"AT5G15340"	"Ct-1_ID"	"ATCT-5G15340"
"AT1G33350"	"Ct-1_ID"	"ATCT-1G33350"
"AT5G14820"	"Ct-1_ID"	"ATCT-5G14820"
"AT3G51320"	"Ct-1_ID"	"ATCT-3G51320"
"AT5G39980"	"Ct-1_ID"	"ATCT-5G39980"
"AT3G23330"	"Ct-1_ID"	"ATCT-3G23330"
"AT3G22470"	"Ct-1_ID"	"ATCT-3G22470"
"AT1G18900"	"Ct-1_ID"	"ATCT-1G18900"
"AT4G18520"	"Ct-1_ID"	"ATCT-4G18520"
"AT1G64580"	"Ct-1_ID"	"ATCT-1G64580"
"AT5G13230"	"Ct-1_ID"	"ATCT-5G13230"
"AT1G05600"	"Ct-1_ID"	"ATCT-1G05600"
"AT5G50990"	"Ct-1_ID"	"ATCT-5G50990"
"AT1G11630"	"Ct-1_ID"	"ATCT-1G11630"
"AT3G46790"	"Ct-1_ID"	"ATCT-3G46790"
"AT2G32630"	"Ct-1_ID"	"ATCT-2G32630"
"AT2G20720"	"Ct-1_ID"	"ATCT-2G20720"
"AT5G09320"	"Ct-1_ID"	"ATCT-5G09320"
"AT1G52620"	"Ct-1_ID"	"ATCT-1G52620"
"AT4G37380"	"Ct-1_ID"	"ATCT-4G37380"
"AT5G15010"	"Ct-1_ID"	"ATCT-5G15010"
"AT5G40400"	"Ct-1_ID"	"ATCT-5G40400"
"AT5G08510"	"Ct-1_ID"	"ATCT-5G08510"
"AT1G02060"	"Ct-1_ID"	"ATCT-1G02060"
"AT3G04130"	"Ct-1_ID"	"ATCT-3G04130"
"AT5G19020"	"Ct-1_ID"	"ATCT-5G19020"
"AT1G68930"	"Ct-1_ID"	"ATCT-1G68930"
"AT5G14080"	"Ct-1_ID"	"ATCT-5G14080"
"AT3G26782"	"Ct-1_ID"	"ATCT-3G26782"
"AT3G23020"	"Ct-1_ID"	"ATCT-3G23020"
"AT3G18020"	"Ct-1_ID"	"ATCT-3G18020"
"AT2G28050"	"Ct-1_ID"	"ATCT-2G28050"
"AT2G02980"	"Ct-1_ID"	"ATCT-2G02980"
"AT1G74600"	"Ct-1_ID"	"ATCT-1G74600"
"AT1G69290"	"Ct-1_ID"	"ATCT-1G69290"
"AT5G28460"	"Ct-1_ID"	"ATCT-5G28460"
"AT5G28370"	"Ct-1_ID"	"ATCT-5G28370"
"AT3G61520"	"Ct-1_ID"	"ATCT-3G61520"
"AT3G14330"	"Ct-1_ID"	"ATCT-3G14330"
"AT2G27800"	"Ct-1_ID"	"ATCT-2G27800"
"AT2G22410"	"Ct-1_ID"	"ATCT-2G22410"
"AT1G28020"	"Ct-1_ID"	"ATCT-1G28020"
"AT1G68980"	"Ct-1_ID"	"ATCT-1G68980"
"AT1G15510"	"Ct-1_ID"	"ATCT-1G15510"
"AT1G11900"	"Ct-1_ID"	"ATCT-1G11900"
"AT3G42630"	"Ct-1_ID"	"ATCT-3G42630"
"AT4G32430"	"Ct-1_ID"	"ATCT-4G32430"
"AT3G11460"	"Ct-1_ID"	"ATCT-3G11460"
"AT3G49240"	"Ct-1_ID"	"ATCT-3G49240"
"AT1G62350"	"Ct-1_ID"	"ATCT-1G62350"
"AT1G64430"	"Ct-1_ID"	"ATCT-1G64430"
"AT3G24000"	"Ct-1_ID"	"ATCT-3G24000"
"AT2G17670"	"Ct-1_ID"	"ATCT-2G17670"
"AT1G28000"	"Ct-1_ID"	"ATCT-1G28000"
"AT5G66500"	"Ct-1_ID"	"ATCT-5G66500"
"AT5G16420"	"Ct-1_ID"	"ATCT-5G16420"
"AT5G39710"	"Ct-1_ID"	"ATCT-5G39710"
"AT2G06000"	"Ct-1_ID"	"ATCT-2G06000"
"AT1G16830"	"Ct-1_ID"	"ATCT-1G16830"
"AT5G65560"	"Ct-1_ID"	"ATCT-5G65560"
"AT1G15480"	"Ct-1_ID"	"ATCT-1G15480"
"AT3G18110"	"Ct-1_ID"	"ATCT-3G18110"
"AT3G63370"	"Ct-1_ID"	"ATCT-3G63370"
"AT4G32450"	"Ct-1_ID"	"ATCT-4G32450"
"AT4G35850"	"Ct-1_ID"	"ATCT-4G35850"
"AT1G05750"	"Ct-1_ID"	"ATCT-1G05750"
"AT4G38150"	"Ct-1_ID"	"ATCT-4G38150"
"AT4G01570"	"Ct-1_ID"	"ATCT-4G01570"
"AT1G76280"	"Ct-1_ID"	"ATCT-1G76280"
"AT1G26500"	"Ct-1_ID"	"ATCT-1G26500"
"AT1G08070"	"Ct-1_ID"	"ATCT-1G08070"
"AT3G12770"	"Ct-1_ID"	"ATCT-3G12770"
"AT4G04790"	"Ct-1_ID"	"ATCT-4G04790"
"AT3G09060"	"Ct-1_ID"	"ATCT-3G09060"
"AT4G25270"	"Ct-1_ID"	"ATCT-4G25270"
"AT1G17630"	"Ct-1_ID"	"ATCT-1G17630"
"AT5G37570"	"Ct-1_ID"	"ATCT-5G37570"
"AT3G15200"	"Ct-1_ID"	"ATCT-3G15200"
"AT3G09040"	"Ct-1_ID"	"ATCT-3G09040"
"AT2G16650"	"Ct-1_ID"	"ATCT-2G16650"
"AT5G27460"	"Ct-1_ID"	"ATCT-5G27460"
"AT4G16835"	"Ct-1_ID"	"ATCT-4G16835"
"AT3G48250"	"Ct-1_ID"	"ATCT-3G48250"
"AT2G01740"	"Ct-1_ID"	"ATCT-2G01740"
"AT1G77360"	"Ct-1_ID"	"ATCT-1G77360"
"AT2G22070"	"Ct-1_ID"	"ATCT-2G22070"
"AT1G79490"	"Ct-1_ID"	"ATCT-1G79490"
"AT4G21880"	"Ct-1_ID"	"ATCT-4G21880"
"AT2G45350"	"Ct-1_ID"	"ATCT-2G45350"
"AT5G36300"	"Ct-1_ID"	"ATCT-5G36300"
"AT4G18750"	"Ct-1_ID"	"ATCT-4G18750"
"AT3G05340"	"Ct-1_ID"	"ATCT-3G05340"
"AT4G21170"	"Ct-1_ID"	"ATCT-4G21170"
"AT2G36730"	"Ct-1_ID"	"ATCT-2G36730"
"AT2G33680"	"Ct-1_ID"	"ATCT-2G33680"
"AT4G16470"	"Ct-1_ID"	"ATCT-4G16470"
"AT3G26540"	"Ct-1_ID"	"ATCT-3G26540"
"AT3G01580"	"Ct-1_ID"	"ATCT-3G01580"
"AT1G20300"	"Ct-1_ID"	"ATCT-1G20300"
"AT1G09900"	"Ct-1_ID"	"ATCT-1G09900"
"AT3G62540"	"Ct-1_ID"	"ATCT-3G62540"
"AT3G62470"	"Ct-1_ID"	"ATCT-3G62470"
"AT2G16880"	"Ct-1_ID"	"ATCT-2G16880"
"AT5G02860"	"Ct-1_ID"	"ATCT-5G02860"
"AT4G02750"	"Ct-1_ID"	"ATCT-4G02750"
"AT5G27110"	"Ct-1_ID"	"ATCT-5G27110"
"AT3G60050"	"Ct-1_ID"	"ATCT-3G60050"
"AT5G64320"	"Ct-1_ID"	"ATCT-5G64320"
"AT5G24830"	"Ct-1_ID"	"ATCT-5G24830"
"AT5G08305"	"Ct-1_ID"	"ATCT-5G08305"
"AT5G04780"	"Ct-1_ID"	"ATCT-5G04780"
"AT1G04840"	"Ct-1_ID"	"ATCT-1G04840"
"AT1G19520"	"Ct-1_ID"	"ATCT-1G19520"
"AT4G19890"	"Ct-1_ID"	"ATCT-4G19890"
"AT5G27270"	"Ct-1_ID"	"ATCT-5G27270"
"AT4G26800"	"Ct-1_ID"	"ATCT-4G26800"
"AT5G61370"	"Ct-1_ID"	"ATCT-5G61370"
"AT5G18475"	"Ct-1_ID"	"ATCT-5G18475"
"AT3G18970"	"Ct-1_ID"	"ATCT-3G18970"
"AT3G04750"	"Ct-1_ID"	"ATCT-3G04750"
"AT2G38420"	"Ct-1_ID"	"ATCT-2G38420"
"AT1G77405"	"Ct-1_ID"	"ATCT-1G77405"
"AT1G77010"	"Ct-1_ID"	"ATCT-1G77010"
"AT2G04860"	"Ct-1_ID"	"ATCT-2G04860"
"AT5G61990"	"Ct-1_ID"	"ATCT-5G61990"
"AT4G33170"	"Ct-1_ID"	"ATCT-4G33170"
"AT1G20230"	"Ct-1_ID"	"ATCT-1G20230"
"AT2G34400"	"Ct-1_ID"	"ATCT-2G34400"
"AT3G16610"	"Ct-1_ID"	"ATCT-3G16610"
"AT3G07290"	"Ct-1_ID"	"ATCT-3G07290"
"AT3G17370"	"Ct-1_ID"	"ATCT-3G17370"
"AT5G28380"	"Ct-1_ID"	"ATCT-5G28380"
"AT5G28340"	"Ct-1_ID"	"ATCT-5G28340"
"AT5G08310"	"Ct-1_ID"	"ATCT-5G08310"
"AT1G02370"	"Ct-1_ID"	"ATCT-1G02370"
"AT1G30290"	"Ct-1_ID"	"ATCT-1G30290"
"AT1G79080"	"Ct-1_ID"	"ATCT-1G79080"
"AT1G11290"	"Ct-1_ID"	"ATCT-1G11290"
"AT4G21705"	"Ct-1_ID"	"ATCT-4G21705"
"AT5G15980"	"Ct-1_ID"	"ATCT-5G15980"
"AT1G56690"	"Ct-1_ID"	"ATCT-1G56690"
"AT5G62370"	"Ct-1_ID"	"ATCT-5G62370"
"AT4G33990"	"Ct-1_ID"	"ATCT-4G33990"
"AT3G61360"	"Ct-1_ID"	"ATCT-3G61360"
"AT3G02330"	"Ct-1_ID"	"ATCT-3G02330"
"AT1G13630"	"Ct-1_ID"	"ATCT-1G13630"
"AT5G15280"	"Ct-1_ID"	"ATCT-5G15280"
"AT1G19290"	"Ct-1_ID"	"ATCT-1G19290"
"AT5G14350"	"Ct-1_ID"	"ATCT-5G14350"
"AT3G25210"	"Ct-1_ID"	"ATCT-3G25210"
"AT1G31790"	"Ct-1_ID"	"ATCT-1G31790"
"AT5G44230"	"Ct-1_ID"	"ATCT-5G44230"
"AT2G17525"	"Ct-1_ID"	"ATCT-2G17525"
"AT2G17140"	"Ct-1_ID"	"ATCT-2G17140"
"AT1G29710"	"Ct-1_ID"	"ATCT-1G29710"
"AT2G15980"	"Ct-1_ID"	"ATCT-2G15980"
"AT1G18485"	"Ct-1_ID"	"ATCT-1G18485"
"AT1G71060"	"Ct-1_ID"	"ATCT-1G71060"
"AT1G55630"	"Ct-1_ID"	"ATCT-1G55630"
"AT1G64310"	"Ct-1_ID"	"ATCT-1G64310"
"AT3G49170"	"Ct-1_ID"	"ATCT-3G49170"
"AT5G47360"	"Ct-1_ID"	"ATCT-5G47360"
"AT5G46100"	"Ct-1_ID"	"ATCT-5G46100"
"AT5G12100"	"Ct-1_ID"	"ATCT-5G12100"
"AT3G49740"	"Ct-1_ID"	"ATCT-3G49740"
"AT3G47530"	"Ct-1_ID"	"ATCT-3G47530"
"AT1G51965"	"Ct-1_ID"	"ATCT-1G51965"
"AT1G09410"	"Ct-1_ID"	"ATCT-1G09410"
"AT1G13800"	"Ct-1_ID"	"ATCT-1G13800"
"AT1G80550"	"Ct-1_ID"	"ATCT-1G80550"
"AT3G20730"	"Ct-1_ID"	"ATCT-3G20730"
"AT3G13150"	"Ct-1_ID"	"ATCT-3G13150"
"AT4G01400"	"Ct-1_ID"	"ATCT-4G01400"
"AT3G62890"	"Ct-1_ID"	"ATCT-3G62890"
"AT1G05670"	"Ct-1_ID"	"ATCT-1G05670"
"AT1G80150"	"Ct-1_ID"	"ATCT-1G80150"
"AT1G07740"	"Ct-1_ID"	"ATCT-1G07740"
"AT5G38730"	"Ct-1_ID"	"ATCT-5G38730"
"AT4G01990"	"Ct-1_ID"	"ATCT-4G01990"
"AT3G60040"	"Ct-1_ID"	"ATCT-3G60040"
"AT3G58590"	"Ct-1_ID"	"ATCT-3G58590"
"AT1G25360"	"Ct-1_ID"	"ATCT-1G25360"
"AT1G06140"	"Ct-1_ID"	"ATCT-1G06140"
"AT3G54980"	"Ct-1_ID"	"ATCT-3G54980"
"AT5G47460"	"Ct-1_ID"	"ATCT-5G47460"
"AT4G18840"	"Ct-1_ID"	"ATCT-4G18840"
"AT3G56550"	"Ct-1_ID"	"ATCT-3G56550"
"AT3G49710"	"Ct-1_ID"	"ATCT-3G49710"
"AT3G15130"	"Ct-1_ID"	"ATCT-3G15130"
"AT2G42920"	"Ct-1_ID"	"ATCT-2G42920"
"AT2G03380"	"Ct-1_ID"	"ATCT-2G03380"
"AT2G02150"	"Ct-1_ID"	"ATCT-2G02150"
"AT1G71420"	"Ct-1_ID"	"ATCT-1G71420"
"AT1G32415"	"Ct-1_ID"	"ATCT-1G32415"
"AT1G26900"	"Ct-1_ID"	"ATCT-1G26900"
"AT1G22830"	"Ct-1_ID"	"ATCT-1G22830"
"AT5G46680"	"Ct-1_ID"	"ATCT-5G46680"
"AT4G21065"	"Ct-1_ID"	"ATCT-4G21065"
"AT4G20740"	"Ct-1_ID"	"ATCT-4G20740"
"AT4G14850"	"Ct-1_ID"	"ATCT-4G14850"
"AT2G03880"	"Ct-1_ID"	"ATCT-2G03880"
"AT1G80880"	"Ct-1_ID"	"ATCT-1G80880"
"AT5G06400"	"Ct-1_ID"	"ATCT-5G06400"
"AT3G28660"	"Ct-1_ID"	"ATCT-3G28660"
"AT2G40720"	"Ct-1_ID"	"ATCT-2G40720"
"AT2G01510"	"Ct-1_ID"	"ATCT-2G01510"
"AT1G52640"	"Ct-1_ID"	"ATCT-1G52640"
"AT4G11690"	"Ct-1_ID"	"ATCT-4G11690"
"AT5G66631"	"Ct-1_ID"	"ATCT-5G66631"
"AT5G65820"	"Ct-1_ID"	"ATCT-5G65820"
"AT5G61400"	"Ct-1_ID"	"ATCT-5G61400"
"AT5G59600"	"Ct-1_ID"	"ATCT-5G59600"
"AT5G59200"	"Ct-1_ID"	"ATCT-5G59200"
"AT5G56310"	"Ct-1_ID"	"ATCT-5G56310"
"AT5G52850"	"Ct-1_ID"	"ATCT-5G52850"
"AT5G52630"	"Ct-1_ID"	"ATCT-5G52630"
"AT5G50390"	"Ct-1_ID"	"ATCT-5G50390"
"AT5G46460"	"Ct-1_ID"	"ATCT-5G46460"
"AT5G43820"	"Ct-1_ID"	"ATCT-5G43820"
"AT5G42450"	"Ct-1_ID"	"ATCT-5G42450"
"AT5G40410"	"Ct-1_ID"	"ATCT-5G40410"
"AT5G40405"	"Ct-1_ID"	"ATCT-5G40405"
"AT5G39680"	"Ct-1_ID"	"ATCT-5G39680"
"AT5G18950"	"Ct-1_ID"	"ATCT-5G18950"
"AT5G16860"	"Ct-1_ID"	"ATCT-5G16860"
"AT5G15300"	"Ct-1_ID"	"ATCT-5G15300"
"AT5G11310"	"Ct-1_ID"	"ATCT-5G11310"
"AT5G09950"	"Ct-1_ID"	"ATCT-5G09950"
"AT5G08490"	"Ct-1_ID"	"ATCT-5G08490"
"AT5G06540"	"Ct-1_ID"	"ATCT-5G06540"
"AT5G03800"	"Ct-1_ID"	"ATCT-5G03800"
"AT4G39952"	"Ct-1_ID"	"ATCT-4G39952"
"AT4G39530"	"Ct-1_ID"	"ATCT-4G39530"
"AT4G38010"	"Ct-1_ID"	"ATCT-4G38010"
"AT4G37170"	"Ct-1_ID"	"ATCT-4G37170"
"AT4G36680"	"Ct-1_ID"	"ATCT-4G36680"
"AT4G35130"	"Ct-1_ID"	"ATCT-4G35130"
"AT4G31070"	"Ct-1_ID"	"ATCT-4G31070"
"AT4G30700"	"Ct-1_ID"	"ATCT-4G30700"
"AT4G21300"	"Ct-1_ID"	"ATCT-4G21300"
"AT4G20770"	"Ct-1_ID"	"ATCT-4G20770"
"AT4G19220"	"Ct-1_ID"	"ATCT-4G19220"
"AT4G19191"	"Ct-1_ID"	"ATCT-4G19191"
"AT4G15720"	"Ct-1_ID"	"ATCT-4G15720"
"AT4G14820"	"Ct-1_ID"	"ATCT-4G14820"
"AT4G14170"	"Ct-1_ID"	"ATCT-4G14170"
"AT4G08210"	"Ct-1_ID"	"ATCT-4G08210"
"AT4G04370"	"Ct-1_ID"	"ATCT-4G04370"
"AT3G61170"	"Ct-1_ID"	"ATCT-3G61170"
"AT3G57430"	"Ct-1_ID"	"ATCT-3G57430"
"AT3G53360"	"Ct-1_ID"	"ATCT-3G53360"
"AT3G47840"	"Ct-1_ID"	"ATCT-3G47840"
"AT3G28640"	"Ct-1_ID"	"ATCT-3G28660"
"AT3G25970"	"Ct-1_ID"	"ATCT-3G25970"
"AT3G25060"	"Ct-1_ID"	"ATCT-3G25060"
"AT3G22670"	"Ct-1_ID"	"ATCT-3G22670"
"AT3G21470"	"Ct-1_ID"	"ATCT-3G21470"
"AT3G18840"	"Ct-1_ID"	"ATCT-3G18840"
"AT3G16890"	"Ct-1_ID"	"ATCT-3G16890"
"AT3G15930"	"Ct-1_ID"	"ATCT-3G15930"
"AT3G13880"	"Ct-1_ID"	"ATCT-3G13880"
"AT3G13770"	"Ct-1_ID"	"ATCT-3G13770"
"AT3G11380"	"Ct-1_ID"	"ATCT-3G11380"
"AT3G08820"	"Ct-1_ID"	"ATCT-3G08820"
"AT3G05240"	"Ct-1_ID"	"ATCT-3G05240"
"AT3G02010"	"Ct-1_ID"	"ATCT-3G02010"
"AT2G48000"	"Ct-1_ID"	"ATCT-2G48000"
"AT2G46050"	"Ct-1_ID"	"ATCT-2G46050"
"AT2G44880"	"Ct-1_ID"	"ATCT-2G44880"
"AT2G39620"	"Ct-1_ID"	"ATCT-2G39620"
"AT2G39230"	"Ct-1_ID"	"ATCT-2G39230"
"AT2G37320"	"Ct-1_ID"	"ATCT-2G37320"
"AT2G36980"	"Ct-1_ID"	"ATCT-2G36980"
"AT2G34370"	"Ct-1_ID"	"ATCT-2G34370"
"AT2G33760"	"Ct-1_ID"	"ATCT-2G33760"
"AT2G27610"	"Ct-1_ID"	"ATCT-2G27610"
"AT2G25580"	"Ct-1_ID"	"ATCT-2G25580"
"AT2G21090"	"Ct-1_ID"	"ATCT-2G21090"
"AT2G20540"	"Ct-1_ID"	"ATCT-2G20540"
"AT2G17210"	"Ct-1_ID"	"ATCT-2G17210"
"AT2G15630"	"Ct-1_ID"	"ATCT-2G15630"
"AT2G01390"	"Ct-1_ID"	"ATCT-2G01390"
"AT2G01360"	"Ct-1_ID"	"ATCT-2G01360"
"AT1G77340"	"Ct-1_ID"	"ATCT-1G77340"
"AT1G77170"	"Ct-1_ID"	"ATCT-1G77170"
"AT1G77150"	"Ct-1_ID"	"ATCT-1G77150"
"AT1G74630"	"Ct-1_ID"	"ATCT-1G74630"
"AT1G74580"	"Ct-1_ID"	"ATCT-1G74580"
"AT1G74400"	"Ct-1_ID"	"ATCT-1G74400"
"AT1G73400"	"Ct-1_ID"	"ATCT-1G73400"
"AT1G71460"	"Ct-1_ID"	"ATCT-1G71460"
