ID	Pi	Tajima.D	theta_Watterson	Distance
AT4G04320	0.003778802	-0.02046682	0.011313131	0.003532434
AT4G04330	0.004214286	-0.003392468	0.012855831	0.003511905
AT4G04340	0.003555901	0.007757715	0.01046832	0.003085921
AT4G04350	0.001391626	-0.005777232	0.009256198	0.001208504
AT4G04360	0.001714286	0.008284267	0.015426997	0.001412429
AT4G04370	0.005149502	0.014600596	0.011088154	0.004423516
AT4G04402	0.010642857	0.001918044	0.030853994	0.016941145
AT4G04404	0.007639752	0.012248514	0.016284053	0.014559659
AT4G04415	0.004380952	-0.01380382	0.017518248	0.003462812
AT4G04423	0.044	0.011891671	0.062993572	0.06371997
AT4G04450	0.003894009	3.12E-05	0.011570248	0.003662571
AT4G04460	0.002415966	1.62E-05	0.011019284	0.002353471
AT4G04470	0.003116883	0.007208134	0.010284665	0.002617801
AT4G04480	0.010559006	-0.001203124	0.01446281	0.009267962
AT4G04490	0.010156794	-0.002317811	0.014876033	0.009382952
AT4G04500	0.013759398	-0.000442199	0.016919932	0.012751159
AT4G04510	0.011025641	0.007725339	0.014833651	0.009662301
AT4G04540	0.012087912	-0.000724616	0.015178175	0.010732323
AT4G04555	0.073285714	0.024050627	0.070385675	0.101732866
AT4G04570	0.035732601	-0.022459644	0.054637282	0.032336957
AT4G04580	0.002071429	-0.006287609	0.007713499	0.001808882
AT4G04601	0.010793651	-0.018912116	0.020408163	0.00872802
AT4G04605	0.057008929	-0.034159637	0.114416896	0.097237418
AT4G04610	0.003730159	-0.001434162	0.010798898	0.003509478
AT4G04614	0.0015	-0.023649113	0.011570248	0.001257184
AT4G04620	0.003571429	0.004818971	0.007713499	0.003576294
AT4G04630	0.000857143	0.006670067	0.007713499	0.000739645
AT4G04632	0.006547619	0.001998515	0.012855831	0.007440476
AT4G04640	0.004123377	-0.00248198	0.011570248	0.00353721
AT4G04650	0.03593985	0.014427556	0.085714286	0.096145125
AT4G04670	0.017978208	0.018353524	0.018933133	0.015782828
AT4G04680	0.035975275	0.033564946	0.044995409	0.108261768
AT4G04690	0.005974026	0.0109055	0.01446281	0.010249554
AT4G04695	0.004876847	-0.004962373	0.014024543	0.004252577
AT4G04700	0.005517241	0.004879921	0.012855831	0.004801097
AT4G04710	0.002061224	-0.01328916	0.01322314	0.00222899
AT4G04720	0.001543779	0.011416305	0.012855831	0.001449843
AT4G04730	0.005803571	0.003546776	0.011570248	0.005910165
AT4G04740	0.025535714	-0.004219895	0.031651943	0.023824056
AT4G04745	0.000555556	-0.021096382	0.007713499	0.000597678
AT4G04750	0.007488479	-0.011719431	0.011570248	0.007434302
AT4G04760	0.003163265	-0.008427893	0.01114172	0.002777778
AT4G04770	0.005779221	-0.00541773	0.011570248	0.005227001
AT4G04775	0.004214286	-0.016883194	0.017998163	0.004776554
AT4G04780	0.013660714	-0.017713188	0.023140496	0.011383929
AT4G04790	0.009649596	-0.00124707	0.014355678	0.009884428
AT4G04800	0.016972789	-0.030006689	0.058279767	0.043733466
AT4G04810	0.013333333	0.019950023	0.027548209	0.025
AT4G04830	0.014017857	0.009879061	0.01671258	0.014434524
AT4G04840	0.004444444	-0.025612589	0.015426997	0.0065625
AT4G04850	0.00560559	-0.000365417	0.011402563	0.004852151
AT4G04860	0.007244898	-0.001800329	0.012534435	0.00667517
AT4G04870	0.006214286	0.000648928	0.012855831	0.005330882
AT4G04880	0.007888199	-0.009235479	0.012704586	0.007432116
AT4G04885	0.000729167	-0.021096382	0.007713499	0.000630923
AT4G04890	0.002824675	-0.006664778	0.010927456	0.002439435
AT4G04900	0.003888889	-0.033481056	0.05399449	0.006515957
AT4G04910	0.002905844	0.005270694	0.01446281	0.003103448
AT4G04920	0.000601504	-0.009196475	0.007713499	0.000525762
AT4G04925	0.003367347	-0.01415477	0.007713499	0.004981884
AT4G04930	0.007481203	-0.016248795	0.014240305	0.006224975
AT4G04940	0.002010582	-0.021614148	0.010123967	0.001738017
AT4G04950	0.003694581	-0.0204928	0.011866921	0.003195297
AT4G04955	0.009642857	0.005761021	0.012855831	0.008464826
AT4G04957	0.004216867	0.025287214	0.029139884	0.077512255
AT4G04960	0.011358885	0.003713546	0.016253444	0.010371179
AT4G04970	0.00995283	0.006910678	0.01472577	0.008921001
AT4G04972	0.014285714	0.000904181	0.025068871	0.015034364
AT4G04980	0.006044974	-0.001264198	0.010541781	0.005580779
AT4G04985	0.018785714	0.009717869	0.017998163	0.019069026
AT4G04990	0.009166667	-0.00095708	0.016128224	0.00869883
AT4G05000	0.005833333	-0.024336223	0.013498623	0.004861111
AT4G05010	0.015634921	-0.012502135	0.020247934	0.014210391
AT4G05018	0.00244898	-0.002515557	0.016326531	0.006802721
AT4G05020	0.006911197	-0.002531397	0.013498623	0.006396512
AT4G05030	0.004404762	-0.013592275	0.015426997	0.005667892
AT4G05040	0.034042553	-0.003406746	0.064971392	0.064264525
AT4G05050	0.026785714	0.013413442	0.031368228	0.03745471
AT4G05060	0.014285714	-0.001122956	0.015426997	0.012984664
AT4G05070	0.002653061	-0.011840899	0.007713499	0.00390625
AT4G05071	0.038928571	0.008630564	0.030853994	0.033420139
AT4G05080	0.010590062	-0.004033316	0.020173766	0.016145833
AT4G05090	0.011770186	0.004641634	0.018181818	0.010599874
AT4G05091	0.02047619	0.011319469	0.024489796	0.020527509
AT4G05095	0.007	-0.006411735	0.012262774	0.006261657
AT4G05097	0.007333333	-0.005415363	0.015328467	0.008314437
AT4G05100	0.006992481	-0.003955481	0.012622089	0.006190096
AT4G05110	0.013104396	-0.004782664	0.018674786	0.012455251
AT4G05120	0.008359788	-0.00473099	0.013712886	0.007856006
AT4G05130	0.015771429	0.00304937	0.017530679	0.01372315
AT4G05140	0.011171429	0.002347647	0.016334468	0.010540675
AT4G05150	0.005994898	0.015907318	0.010086883	0.005476324
AT4G05160	0.002700893	0.014691486	0.007713499	0.002312691
AT4G05170	0.009548872	0.007599822	0.014024543	0.008848941
AT4G05180	0.001043956	-0.007213157	0.007713499	0.000856782
AT4G05190	0.001458967	-0.019500425	0.009115953	0.001356405
AT4G05200	0.002090592	-0.017583073	0.012855831	0.001956977
AT4G05210	0.074897959	0.01139803	0.073481224	0.091806592
AT4G05220	0.008736264	-0.019401044	0.016284053	0.007617474
AT4G05230	0.016666667	0.024897062	0.019283747	0.014112903
AT4G05240	0.022527473	0.004207496	0.034282216	0.034119107
AT4G05250	0.010864662	-0.006348778	0.017800381	0.011155437
AT4G05260	0.003333333	0.003087848	0.009256198	0.003285256
AT4G05270	0.008265306	-0.010743613	0.013884298	0.008012821
AT4G05310	0.007342857	-0.025099586	0.017355372	0.009357923
AT4G05320	0.014126984	-0.017535301	0.023875115	0.015092795
AT4G05330	0.001214286	0.002967874	0.007713499	0.00105094
AT4G05340	0.004142857	-0.006287609	0.007713499	0.003865979
AT4G05350	0.001666667	-0.021096382	0.007713499	0.003136201
AT4G05360	0.002457143	-0.011207514	0.013884298	0.009702166
AT4G05380	0.001984127	-0.020490473	0.009641873	0.002830616
AT4G05390	0.001136364	-0.021096382	0.007713499	0.000961961
AT4G05400	0	NA	NA	0
AT4G05410	0.001380952	-0.006287609	0.007713499	0.00119637
AT4G05420	0.002054945	-0.021121847	0.010027548	0.001788721
AT4G05430	0.001	-0.021096382	0.007713499	0.001012731
AT4G05440	0.003678571	-0.019964558	0.00981718	0.003212325
AT4G05450	0.008311688	0.031511282	0.012341598	0.006734007
AT4G05460	0.007896825	0.009981034	0.011219634	0.006841309
AT4G05470	0.006428571	-0.006484801	0.013712886	0.006234606
AT4G05475	0.014325397	0.004066269	0.016455464	0.013383225
AT4G05490	0.055864662	-0.032534466	0.097865014	0.067586207
AT4G05497	0.007047619	-0.010634151	0.011920862	0.006241565
AT4G05520	0.007611607	0.006374913	0.011998776	0.006779403
AT4G05523	0.014505495	0.017312241	0.01292517	0.014640639
AT4G05530	0.005333333	0.020195238	0.008815427	0.004575163
AT4G05540	0.002402597	-0.006636107	0.011219634	0.004430077
AT4G05553	0.009214286	-0.023748818	0.021854913	0.022603155
AT4G05555	0.023139098	-0.002081894	0.064674719	0.120308311
AT4G05590	0.001696429	-0.007213157	0.007713499	0.002484709
AT4G05612	0.008085714	-0.019458824	0.05399449	0.09025
AT4G05620	0.009142857	-0.01712457	0.015766423	0.006683375
AT4G05630	0.058163265	0.037045106	0.05862259	0.069668459
AT4G05631	0	NA	NA	0
AT4G05632	0.004121212	0.007098652	0.010948905	0.003854875
AT4G06479	0.016657143	-0.020867347	0.058279767	0.047937657
AT4G06490	0.053214286	0.031545696	0.059779614	0.080978261
AT4G06526	0.023452381	-0.026321029	0.060550964	0.05589207
AT4G06534	0.001220238	-0.00304819	0.007713499	0.001360138
AT4G06536	0.0015	-0.023649113	0.011570248	0.00130988
AT4G06583	0.016363636	-0.021807072	0.03415978	0.027631579
AT4G06598	0.000604396	0.001116777	0.007713499	0.000875796
AT4G06599	0.001	0.017776647	0.007713499	0.000855327
AT4G06634	0.001614907	-0.012396737	0.011570248	0.001399655
AT4G06639	0.00244898	-0.020124612	0.008163265	0.00403678
AT4G06643	0.012227343	-0.025870919	0.03537415	0.026025962
AT4G06655	0.006802721	0.002287637	0.024489796	0.011337868
AT4G06676	0.011645963	0.014216356	0.024854607	0.012558411
AT4G06688	0.012426304	-0.031409491	0.104956268	0.074563159
AT4G06744	0.001130952	-0.007213157	0.007713499	0.001157407
AT4G06746	0.003730159	-0.01504013	0.015426997	0.003242274
AT4G07325	0.00647619	-0.020161987	0.022773723	0.016865079
AT4G07350	0.004964286	0.00430845	0.023140496	0.028577303
AT4G07380	0.010909091	0.008811165	0.026997245	0.014312977
AT4G07390	0.005	0.011403521	0.012341598	0.004325565
AT4G07400	0.009177489	0.01034343	0.014178303	0.008615029
AT4G07408	0	NA	NA	0
AT4G07410	0.005491071	0.003024667	0.010181818	0.004799837
AT4G07445	0.033714286	0.024895517	0.0704	0.08195122
AT4G07455	0.027460317	0.02755929	0.062993572	0.108870968
AT4G07515	0.025714286	-0.009322478	0.033939394	0.034955929
AT4G07524	0.025102041	0.028305848	0.026225895	0.075807416
AT4G07526	0.014642857	0.024512046	0.037024793	0.051444575
AT4G07666	0.043058824	-0.015232249	0.087915789	0.158567775
AT4G07670	0.01297619	0.021758266	0.021212121	0.031944444
AT4G07675	0.038348214	0.020140405	0.051680441	0.055154382
AT4G07740	0.072	0.020856275	0.104014599	0.173662551
AT4G07820	0.001904762	0.008284267	0.015426997	0.012295082
AT4G07825	0.005466667	0.007613756	0.017518248	0.012601626
AT4G07835	0.0115	0.00756243	0.0288	0.027259259
AT4G07868	0.01	-0.01319464	0.018181818	0.007911392
AT4G07932	0.032857143	0.009883886	0.14912764	0.167266187
AT4G07940	0.020555556	0.018899023	0.024426079	0.029046474
AT4G07950	0.005714286	0.007208134	0.010284665	0.004823151
AT4G07960	0.001054422	-0.01078313	0.007713499	0.000922619
AT4G07965	0.033066667	-0.021615704	0.061313869	0.10668277
AT4G07990	0.021512605	-0.003415085	0.024920534	0.02484472
AT4G07995	0	NA	NA	0
AT4G08025	0.041785714	-0.009134885	0.044995409	0.044617052
AT4G08028	0.0125	-0.027614359	0.025711662	0.008892276
AT4G08039	0.02	NA	0.026666667	0.011904762
AT4G08040	0.003650794	0.009392066	0.010606061	0.003118221
AT4G08097	0.021435897	-0.023450849	0.06919708	0.124362895
AT4G08140	0.006071429	-0.027198733	0.021854913	0.015441176
AT4G08150	0.002797619	-0.009315823	0.012855831	0.002466415
AT4G08160	0.000968254	-0.017625576	0.007713499	0.000843847
AT4G08170	0.000238095	-0.021096382	0.007713499	0.000221856
AT4G08180	0.002708333	-0.007120985	0.010927456	0.002326176
AT4G08190	0.003516484	-0.023708801	0.030853994	0.03030303
AT4G08210	0.02304878	0.006532157	0.021719588	0.020378457
AT4G08230	0.002261905	-0.007213157	0.007713499	0.002711187
AT4G08240	0.014285714	0.01363535	0.01671258	0.013610097
AT4G08250	0.012955665	-0.013098414	0.018512397	0.011966253
AT4G08260	0.019238095	-0.007653848	0.041138659	0.025742337
AT4G08263	0.014325397	-0.015907609	0.035139272	0.035813492
AT4G08267	0.022564103	-0.006971893	0.031836735	0.037214886
AT4G08270	0.005714286	0.004123867	0.016326531	0.006709533
AT4G08280	0.006517857	-0.011191634	0.017355372	0.005987533
AT4G08290	0.002111801	-0.018263759	0.008677686	0.001839827
AT4G08300	0.001233766	-0.007213157	0.007713499	0.001253342
AT4G08310	0.002261905	-0.007213157	0.007713499	0.00210396
AT4G08320	0.002742857	-0.01161054	0.012121212	0.002336449
AT4G08330	0.005079365	-0.019018385	0.010284665	0.004065041
AT4G08350	0.0009447	-0.00937277	0.007713499	0.000819738
AT4G08360	0.006347926	-0.02746991	0.041322314	0.041886737
AT4G08370	0.003076923	-0.004796513	0.011661808	0.005983545
AT4G08380	0.01508046	-0.002137082	0.027372263	0.015834016
AT4G08390	0.006149068	0.00737537	0.010086883	0.010944836
AT4G08395	0.018406593	0.020787575	0.030853994	0.046743697
AT4G08400	0.038740602	0.001879739	0.049738767	0.053429027
AT4G08406	0	NA	NA	0
AT4G08410	0.039472789	0.005845947	0.055647383	0.061004785
AT4G08430	0.008694581	-0.003161971	0.022805126	0.020932163
AT4G08450	0.003667954	-0.005246944	0.012341598	0.00390625
AT4G08455	0.001696429	-0.007213157	0.007713499	0.001622268
AT4G08460	0.0003125	-0.021096382	0.007713499	0.000265152
AT4G08470	0.029209726	0.00262763	0.044224059	0.054086538
AT4G08480	0.014969605	-4.70E-05	0.019387983	0.015313745
AT4G08485	0.006666667	-0.0213131	0.01459854	0.005321413
AT4G08500	0.001507937	-0.008965875	0.008815427	0.001540252
AT4G08510	0.001688312	-0.019509038	0.012855831	0.00147192
AT4G08520	0.003	-0.023059858	0.011570248	0.002403846
AT4G08530	0.014553571	-0.00783659	0.024683196	0.02048221
AT4G08535	0.014973545	0.018583481	0.028282828	0.039032101
AT4G08540	0.003979592	-0.006680467	0.010086883	0.00342827
AT4G08545	0.012619048	-0.024645367	0.027755102	0.017121455
AT4G08550	0.007456446	-0.017106486	0.012775482	0.00707672
AT4G08555	0.005535714	-0.006406058	0.011570248	0.004613095
AT4G08560	0.010909091	0.005342128	0.066336088	0.030065598
AT4G08570	0.001190476	0.023329937	0.007713499	0.001034768
AT4G08580	0.004313187	-0.019512063	0.013498623	0.003779854
AT4G08590	0.007513228	-0.000602393	0.012534435	0.006504828
AT4G08593	0.00394958	-0.016627881	0.010284665	0.005126527
AT4G08620	0.001868132	-0.008776043	0.008484848	0.001634615
AT4G08630	0.003935574	-0.010910656	0.011955923	0.003731938
AT4G08640	0.008285714	0.007002491	0.015426997	0.009239784
AT4G08670	0.002142857	-0.009989802	0.007713499	0.001794258
AT4G08685	0.000555556	-0.021096382	0.007713499	0.000455729
AT4G08690	0.003055556	-0.023010931	0.010606061	0.002655905
AT4G08691	0.030769231	0.010431053	0.031020408	0.056569996
AT4G08700	0.00122449	-0.009989802	0.007713499	0.001175549
AT4G08730	0.001547619	-0.011840899	0.007713499	0.001432981
AT4G08740	0.003076923	-0.02304018	0.014285714	0.004243281
AT4G08760	0.042105263	NA	0.072727273	0.146520147
AT4G08770	0.003	-0.009136879	0.011570248	0.002521614
AT4G08780	0.020821429	-0.015420678	0.026794258	0.019662584
AT4G08790	0.003134921	0.005009692	0.017998163	0.00405506
AT4G08800	0.033103448	-0.017041531	0.043195592	0.055921053
AT4G08810	0.003354978	0.012891058	0.009256198	0.002919681
AT4G08840	0.008739496	0.011527069	0.014973262	0.007793765
AT4G08850	0.003986175	0.001945569	0.009564738	0.003508274
AT4G08867	0.004	-0.008653498	0.011570248	0.00924821
AT4G08868	0.009583333	-0.000749721	0.012727273	0.006519274
AT4G08869	0.009142857	-0.021921849	0.02056933	0.007092199
AT4G08870	0.003678571	-0.010535861	0.008484848	0.003502415
AT4G08875	0.025857143	0.004219549	0.024683196	0.032025709
AT4G08876	0.009096639	0.019281104	0.050909091	0.07047526
AT4G08878	0.011820276	-0.017327729	0.040671175	0.034774946
AT4G08895	0.010990783	0.013041369	0.037603306	0.053958333
AT4G08900	0.001035714	-0.006287609	0.007713499	0.000880709
AT4G08910	0.004821429	0.004290086	0.007713499	0.003979953
AT4G08920	0.002195122	-0.022555086	0.009917355	0.001924487
AT4G08930	0.012777778	-0.021268937	0.035139272	0.011656746
AT4G08940	0.006428571	0.004562712	0.010086883	0.007286406
AT4G08950	0.004007937	-0.010258745	0.016969697	0.003339947
AT4G08960	0.01452381	0.001071575	0.02087182	0.01293469
AT4G08980	0.001240602	-0.01415477	0.007713499	0.001080975
AT4G08990	0.004087302	-0.011625399	0.011674484	0.00354566
AT4G09000	0.001428571	0.01037226	0.007713499	0.00147699
AT4G09010	0.006770186	0.021326627	0.009641873	0.006488095
AT4G09012	0.06422619	0.010163819	0.107988981	0.25
AT4G09020	0.009006211	0.000895987	0.024793388	0.008129638
AT4G09030	0.013163265	-0.000825607	0.015426997	0.010498047
AT4G09035	0.089375	-0.034276991	0.134986226	0.124348958
AT4G09040	0.00125	-0.024500024	0.012855831	0.001453488
AT4G09060	0.001818182	-0.022798203	0.010284665	0.001767677
AT4G09070	0.001043956	-0.007213157	0.007713499	0.000899621
AT4G09080	0.027274052	-0.033134004	0.075420875	0.052047506
AT4G09090	0.078673469	0.033424768	0.058402204	0.070067664
AT4G09100	0.004591837	0.026152935	0.011570248	0.003524436
AT4G09110	0.01234127	-0.00407969	0.01594123	0.011357302
AT4G09120	0.068265306	0.008944488	0.069015514	0.074449554
AT4G09130	0.004387755	-0.020875597	0.011920862	0.004669908
AT4G09140	0.002386364	-0.010669467	0.010284665	0.002074864
AT4G09150	0.002450549	-0.019168297	0.009641873	0.002315518
AT4G09153	0.00625	-0.025895228	0.019283747	0.004926802
AT4G09160	0.007982143	0.001947253	0.017241938	0.007230202
AT4G09170	0.002857143	-0.020124612	0.008163265	0.002436796
AT4G09180	0.003333333	-0.023284438	0.011019284	0.002772497
AT4G09190	0.005341615	-0.003821125	0.011920862	0.00523546
AT4G09200	0.010434783	NA	0.04	0.030178326
AT4G09210	0.025925926	-0.013621581	0.062727273	0.1171875
AT4G09250	0.001904762	NA	0.04	0.000952381
AT4G09260	0.025925926	-0.013621581	0.062727273	0.1171875
AT4G09300	0	NA	NA	0
AT4G09310	0.010434783	NA	0.04	0.030178326
AT4G09320	0.008015873	-0.001729225	0.012855831	0.007013889
AT4G09340	0.006648352	-0.001091924	0.013053613	0.005862403
AT4G09350	0.006285714	0.006093366	0.009427609	0.005522088
AT4G09360	0.052405372	0.00288592	0.095510204	0.137519623
AT4G09420	0.001728395	0.003054967	0.010948905	0.001425546
AT4G09430	0.031746032	-0.031719303	0.098453927	0.064065139
AT4G09435	0.002602151	-0.015808928	0.022384428	0.005157056
AT4G09440	0.012792208	-0.009978669	0.027548209	0.016115838
AT4G09450	0.011369048	0.012089613	0.01446281	0.009898425
AT4G09460	0.010612245	-0.005638803	0.021212121	0.009142053
AT4G09462	0.061326531	0.006425963	0.057300275	0.055525362
AT4G09464	0.073673469	0.027108079	0.057300275	0.065616097
AT4G09465	0.074897959	0.026676647	0.058402204	0.066684473
AT4G09466	0.078163265	0.028063825	0.060606061	0.069533476
AT4G09467	0.073673469	0.027108079	0.057300275	0.065616097
AT4G09490	0.029904762	0.021174964	0.050612245	0.027101384
AT4G09500	0.005467033	-0.007845176	0.012213039	0.005008465
AT4G09510	0.016363636	0.001634409	0.020672176	0.014243578
AT4G09520	0.003546798	-0.007227745	0.011570248	0.003042596
AT4G09530	0.004047619	-0.001233141	0.011570248	0.003405449
AT4G09545	0.037755102	-0.022467621	0.049586777	0.035714286
AT4G09550	0.0025	-0.021096382	0.007713499	0.002025463
AT4G09560	0.002445055	0.001648046	0.008815427	0.002227171
AT4G09570	0.000666667	-0.022798203	0.010284665	0.000581009
AT4G09580	0.004411765	-0.023976241	0.012855831	0.003797743
AT4G09585	0.00672619	0.0081816	0.019591837	0.050407048
AT4G09589	0.03547619	-0.028875178	0.080027548	0.090625
AT4G09590	0.006964286	-0.000913456	0.016969697	0.006003695
AT4G09600	0.005595238	-0.019884564	0.011570248	0.004895833
AT4G09610	0.001666667	-0.026201845	0.015426997	0.001458333
AT4G09620	0.002912088	0.013611679	0.007713499	0.002616509
AT4G09630	0.000357143	-0.021096382	0.007713499	0.000307233
AT4G09640	0.000434783	-0.021096382	0.007713499	0.00037683
AT4G09647	0.002678571	0.023329937	0.007713499	0.002757353
AT4G09649	0.007857143	0.001116777	0.007713499	0.004981884
AT4G09650	0.000263158	-0.021096382	0.007713499	0.00031161
AT4G09660	0.008392857	-0.029554847	0.077134986	0.060903285
AT4G09670	0.008214286	-0.011059042	0.014944904	0.00792011
AT4G09680	0.005761278	0.001048811	0.013089573	0.007503427
AT4G09690	0.054756098	0.009559781	0.096969697	0.154006807
AT4G09720	0.001923077	-0.022372748	0.009641873	0.001761272
AT4G09730	0.000810811	-0.021096382	0.007713499	0.000921088
AT4G09731	0	NA	NA	0
AT4G09740	0.04679803	0.000594105	0.046546974	0.04697286
AT4G09750	0.012894737	0.015415362	0.013370064	0.011448658
AT4G09760	0.008285714	0.00630545	0.013323316	0.007865034
AT4G09770	0.013120301	-0.007628046	0.017998163	0.013457774
AT4G09775	0	NA	NA	0
AT4G09780	0.023257143	-0.019493226	0.038181818	0.029152685
AT4G09784	0	NA	NA	0
AT4G09795	0.044285714	-0.032618032	0.087419651	0.054132514
AT4G09800	0.00125	-0.021096382	0.007713499	0.001429739
AT4G09810	0.001	-0.021096382	0.007713499	0.000988701
AT4G09820	0.001889401	-0.019145768	0.009427609	0.001661803
AT4G09830	0.003376623	-0.011840899	0.007713499	0.002821181
AT4G09840	0.003571429	-0.019480624	0.012855831	0.008012821
AT4G09850	0	NA	NA	0
AT4G09860	0	NA	NA	0
AT4G09870	0.000519481	-0.020124612	0.008163265	0.002321308
AT4G09880	0.039714286	-0.000379885	0.040495868	0.082465278
AT4G09890	0.003	-0.023649113	0.011570248	0.002485795
AT4G09900	0.00755102	0.007775594	0.012213039	0.006607143
AT4G09920	0.016818182	-0.004409125	0.029073956	0.024739583
AT4G09930	0.017809524	0.00547852	0.022857143	0.015996702
AT4G09940	0.003571429	-0.008191472	0.015426997	0.013831967
AT4G09950	0.011892857	0.001953981	0.016528926	0.010385479
AT4G09960	0.002819549	-0.019317802	0.011019284	0.002621644
AT4G09965	0.011208791	-0.019007475	0.043195592	0.018695015
AT4G09970	0.004952381	-0.017981627	0.012534435	0.004333333
AT4G09980	0.00273183	-0.022033967	0.011570248	0.002355636
AT4G09984	0.002	-0.026201845	0.015426997	0.003837719
AT4G09990	0.009159664	0.003616762	0.013323316	0.007803551
AT4G10000	0.002267081	-0.014000793	0.011570248	0.002726931
AT4G10010	0.005091575	0.001174749	0.012052342	0.004455128
AT4G10020	0.008602484	-0.020359838	0.016334468	0.007398504
AT4G10030	0.008538961	-0.020694758	0.014569942	0.007190507
AT4G10040	0.005	-0.023649113	0.011570248	0.006452802
AT4G10050	0.005408163	-0.023123235	0.013053613	0.004718661
AT4G10060	0.001051948	-0.009239663	0.008677686	0.000928218
AT4G10070	0.004767442	-0.004934919	0.013884298	0.005086856
AT4G10080	0.002744361	-0.011190626	0.010284665	0.002332566
AT4G10090	0.001	-0.021096382	0.007713499	0.000831749
AT4G10100	0	NA	NA	0.000751718
AT4G10110	0.001642857	0.003893422	0.007713499	0.002095307
AT4G10115	0.022133333	0.017100234	0.032116788	0.016800305
AT4G10120	0.005487528	0.014844679	0.010284665	0.004797019
AT4G10130	0.010142857	-0.014562104	0.013712886	0.01
AT4G10140	0.008831169	0.018382268	0.012855831	0.007699275
AT4G10150	0.00994898	-0.025421549	0.025068871	0.00887834
AT4G10160	0.029438776	-0.013330505	0.038567493	0.026594764
AT4G10170	0.006190476	0.009281771	0.011019284	0.005310458
AT4G10180	0.00453125	0.012598948	0.012341598	0.003887102
AT4G10190	0.004253247	-0.021903816	0.012622089	0.003708107
AT4G10200	0.000465116	-0.02304018	0.014285714	0.005194805
AT4G10210	0.001845238	-1.97E-05	0.023140496	0.054861111
AT4G10220	0.002261905	-0.01464718	0.009917355	0.00267455
AT4G10230	0.017478992	-0.033407289	0.089476584	0.105251736
AT4G10240	0.006507937	-0.022084254	0.014141414	0.006071063
AT4G10250	0.005519481	-0.019562319	0.010606061	0.00526148
AT4G10260	0.007030075	0.005629512	0.011219634	0.00599359
AT4G10265	0.012952381	-0.007936136	0.014693878	0.011013929
AT4G10270	0.003	-0.021096382	0.007713499	0.003240741
AT4G10280	0.002321429	-0.015027585	0.011570248	0.001920804
AT4G10290	0.004081633	-0.018752339	0.012855831	0.005411255
AT4G10300	0.003303571	-0.006138333	0.010284665	0.004861111
AT4G10305	0.016133333	0.013615666	0.023357664	0.022633745
AT4G10310	0.006071429	0.000994381	0.014784206	0.005249506
AT4G10320	0.001539235	-0.017565471	0.008119472	0.001338161
AT4G10330	0.003265306	0.028883227	0.007713499	0.002544529
AT4G10340	0.004464286	-0.013252381	0.014141414	0.003706999
AT4G10350	0.006678571	0.022773837	0.01114172	0.005695663
AT4G10360	0.0109375	0.00934388	0.012855831	0.009558365
AT4G10370	0.032210884	-0.017356521	0.091704928	0.090268456
AT4G10380	0.008174603	0.007735787	0.014569942	0.007035519
AT4G10390	0.004785714	-0.020197431	0.015426997	0.00428207
AT4G10400	0.017410714	-0.024821992	0.040624426	0.026805352
AT4G10410	0.002857143	-0.013124104	0.012341598	0.004032258
AT4G10420	0.002232143	-0.018607314	0.009641873	0.004037685
AT4G10430	0.074480519	0.035963031	0.059393939	0.07418284
AT4G10440	0.009661654	-0.000707695	0.012501187	0.008829365
AT4G10450	0.003896104	0.003916599	0.009641873	0.00625
AT4G10457	0.01244898	0.004066214	0.015426997	0.013664875
AT4G10465	0.007922078	0.000389446	0.014141414	0.010085979
AT4G10470	0.006397516	-0.022180841	0.013498623	0.005707004
AT4G10480	0.00125	-0.023649113	0.011570248	0.001026995
AT4G10490	0.010392857	-0.002851126	0.014398531	0.00889446
AT4G10500	0.001938776	-0.008085973	0.011570248	0.001696429
AT4G10510	0.006458967	0.012703402	0.012341598	0.005830224
AT4G10520	0.016142857	-0.017497704	0.02614019	0.014037655
AT4G10530	0.008174603	0.004301259	0.01446281	0.007342039
AT4G10540	0.035577508	-0.021367443	0.053819184	0.033842971
AT4G10550	0.023662614	-0.005885491	0.034710744	0.025341104
AT4G10560	0.008452381	-0.012511725	0.026568717	0.012251687
AT4G10570	0.012792208	-0.018787903	0.021913348	0.011387234
AT4G10590	0.00225974	-0.017926113	0.011313131	0.001991029
AT4G10595	0.000952381	-0.020124612	0.008163265	0.000910401
AT4G10600	0.011836735	0.008182212	0.016284053	0.013078194
AT4G10603	0.009142857	0.001262795	0.016326531	0.012368584
AT4G10610	0.003142857	0.003560734	0.008815427	0.002720079
AT4G10613	0.034444444	-0.015192294	0.112727273	0.026909722
AT4G10620	0.009900794	0.014931116	0.011724518	0.008706728
AT4G10630	0.0115	0.015013308	0.013774105	0.010854908
AT4G10640	0.012857143	0.004080986	0.014325069	0.011055425
AT4G10650	0.021980519	0.009559516	0.023569024	0.019524287
AT4G10660	0.003928571	-0.025782257	0.023140496	0.020102339
AT4G10670	0.003986175	0.015689444	0.014325069	0.011576552
AT4G10680	0.0185	0.007417553	0.024242424	0.021412037
AT4G10695	0.018311688	-0.017492364	0.037380801	0.031586022
AT4G10700	0.005676692	-0.017100413	0.017355372	0.010348136
AT4G10710	0.001640625	-0.002077597	0.008999082	0.001424419
AT4G10720	0.0025	-0.002157391	0.009917355	0.002288864
AT4G10730	0.000935374	0.001116777	0.007713499	0.000804658
AT4G10740	0.003428571	-0.007968374	0.01114172	0.00625
