	ATCT-1G63230.1-1665	ATCol-1G63230.1-1813	ATAN-1G80540.1-1058	ATERI-1G74470.1-1058	ATLER-1G76330.1-1058	ATERI-1G74910.1-1133	ATKYO-1G76010.1-971	ATSHA-1G77500.1-971	ATCT-1G63630.1-923	ATCVI-1G77320.1-971	ATAN-1G80900.1-971	ATCol-1G63630.1-1355	ATCVI-5G26760.1-1515	ATLER-5G26670.1-1515	ATAN-5G26670.1-1515	ATSHA-5G26670.1-1515	ATCol-5G16640.1-2097	ATCT-5G16640.1-2042	ATERI-5G26820.1-1515	ATKYO-5G26600.1-1515	ATAN-1G80660.1-1911	ATCol-1G63400.1-2307	ATERI-1G74680.1-1734	ATLER-1G76540.1-1734	ATCT-1G63400.1-1734	ATAN-1G79760.1-1905	ATKYO-1G74810.1-1905	ATERI-1G73710.1-1905	ATLER-1G75520.1-1902	ATAN-1G79840.1-1905	ATKYO-1G74890.1-1905	ATSHA-1G76458.1-1905	ATCol-1G62590.1-2319	ATCT-1G62590.1-2319	ATCVI-1G76200.1-1905	ATCol-1G63330.1-1715	ATCT-1G63330.1-1914	ATCol-1G62914.1-1848	ATCT-1G62914.1-1575	ATCVI-1G76530.1-1728	ATAN-1G80130.1-1734	ATLER-1G75870.1-1728	ATERI-1G74040.1-1728	ATKYO-1G75190.1-1728	ATSHA-1G76760.1-1728	ATCol-1G62910.1-2194	ATCT-1G62910.1-1902	ATCT-1G62670.1-1895	ATCol-1G62670.1-2567	ATSHA-1G76490.1-1893	ATCVI-1G76280.1-1893	ATLER-1G75600.1-1893	ATSHA-1G76750.1-1890	ATAN-1G79890.1-1893	ATKYO-1G74940.1-1893	ATERI-1G74030.1-1893	ATAN-1G80440.1-1890	ATERI-1G74360.1-1890	ATLER-1G76220.1-1890	ATKYO-1G75560.1-1890	ATSHA-1G77060.1-1890	ATCol-1G63150.1-2421	ATCT-1G63150.1-2184	ATSHA-1G76790.1-1890	ATLER-1G75900.1-1890	ATKYO-1G75220.1-1890	ATERI-1G74070.1-1890	ATCT-1G62930.1-2151	ATAN-1G80160.1-1890	ATCol-1G62930.1-2153	ATCT-1G63320.1-792	ATCol-1G63320.1-695	ATKYO-1G75770.1-648	ATAN-1G80650.1-648	ATERI-1G74580.1-648	ATLER-1G76440.1-648	ATSHA-1G77270.1-648	ATCVI-1G77080.1-1884	ATERI-1G74340.1-1893	ATCVI-1G76860.1-1893	ATKYO-1G75540.1-1893	ATLER-1G76200.1-1893	ATSHA-1G77040.1-1893	ATCT-1G63130.1-2223	ATAN-1G80420.1-1893	ATCol-1G63130.1-2638	ATCol-1G63070.1-1844	ATCT-1G63070.1-1858	ATCVI-1G76790.1-1845	ATERI-1G74270.1-1844	ATAN-1G80360.1-1845	ATKYO-1G75480.1-1845	ATLER-1G76140.1-1845	ATCol-1G63080.1-3243	ATCT-1G63080.1-3186
ATSHA-1G77060.1-1890	52.376	52.222	56.773	56.687	56.687	60.828	59.98	59.98	59.747	59.581	59.78	55.548	59.573	59.689	59.343	59.343	57.121	57.121	59.343	59.4	86.663	82.531	82.711	82.711	82.711	82.95	82.95	82.95	82.793	83.421	83.421	83.316	83.63	83.473	83.787	86.472	83.734	81.188	80.647	82.37	80.833	80.939	80.767	80.767	80.767	87.082	87.055	80.361	80.596	80.649	80.805	80.805	82.374	80.282	80.282	80.753	99.894	99.947	99.947	100		99.153	98.677	79.498	79.864	79.027	79.341	79.446	79.603	79.655	77.967	82.04	82.253	82.407	82.407	82.407	82.407	82.563	81.152	81.623	81.78	81.78	81.832	81.859	81.728	81.78	77.567	76.635	77.986	77.879	78.79	78.79	78.79	77.818	77.714
ATCol-1G63150.1-2421	52.43	51.145	56.946	56.859	56.859	60.915	59.88	59.88	59.642	59.581	59.78	55.548	59.4	59.516	59.17	59.17	52.159	52.817	59.17	59.227	86.288	71.094	82.656	82.656	82.656	82.899	82.899	82.899	82.742	83.42	83.42	83.316	71.246	71.123	83.785	86.647	83.55	76.149	80.398	82.255	80.491	80.71	80.538	80.538	80.538	78.877	87.742	80.486	68.755	80.805	80.962	80.962	82.584	80.858	80.858	81.119	99.048	99.101	99.101	99.153	99.153		99.542	79.688	79.948	79.323	79.427	73.199	79.688	73.28	78.22	82.328	82.562	82.716	82.716	82.716	82.716	82.3	81.571	82.094	82.094	82.094	82.199	77.477	82.147	74.165	77.778	76.845	78.147	77.986	78.897	79.004	79.004	68.696	68.573
ATCT-1G63150.1-2184	52.322	52.192	56.773	56.687	56.687	60.742	59.681	59.681	59.431	59.381	59.581	55.407	59.631	59.746	59.4	59.4	53.557	53.557	59.4	59.458	86.58	74.921	82.97	82.97	82.97	82.872	82.872	82.872	82.715	83.394	83.394	83.29	75.45	75.315	83.76	86.472	83.708	81.223	80.772	82.656	80.89	81.11	80.939	80.939	80.939	81.763	88.003	80.434	73.746	80.753	81.015	80.91	82.845	81.119	81.119	81.381	98.571	98.624	98.624	98.677	98.677	99.542		79.843	80.104	79.478	79.582	73.402	79.843	73.582	78.598	82.902	83.333	83.488	83.488	83.488	83.488	82.563	81.832	82.094	82.094	82.094	82.199	79.705	82.147	78.674	77.936	76.897	78.093	77.933	79.164	79.272	79.272	71.358	71.224
ATSHA-1G76790.1-1890	51.7	51.143	57.118	57.032	57.032	61.173	60.679	60.679	60.169	60.08	60.18	55.758	58.997	59.054	58.708	58.708	56.247	56.247	58.881	58.939	84.054	83.654	82.78	82.78	82.723	80.719	80.719	80.719	80.563	80.875	80.875	80.719	80.947	80.739	80.719	85.773	80.99	80.677	80.721	81.808	81.186	81.293	81.579	81.579	81.579	84.211	84.388	83.708	83.758	84.109	84.266	84.422	84.109	83.743	83.743	86.513	79.55	79.498	79.498	79.498	79.498	79.688	79.843		96.508	95.344	95.238	95.106	95.291	95.291	87.816	91.954	91.821	91.975	91.975	91.975	91.975	84.826	86.502	85.662	85.662	85.662	85.609	85.643	85.452	85.565	82.565	81.648	86.307	86.146	85.714	85.768	85.768	83.159	83.002
ATLER-1G75900.1-1890	51.592	51.04	56.946	56.859	56.859	60.311	60.379	60.379	59.958	59.88	59.98	55.407	59.227	59.285	58.939	58.939	56.506	56.506	59.112	59.17	84.054	84.123	83.295	83.295	83.238	80.615	80.615	80.615	80.459	81.032	81.032	80.875	80.947	80.739	80.771	85.831	81.042	80.738	80.784	81.751	81.357	81.465	81.636	81.636	81.522	85.357	85.539	84.648	84.695	85.102	85.416	85.52	84.37	85.206	85.206	88.866	79.916	79.864	79.864	79.864	79.864	79.948	80.104	96.508		97.566	98.307	98.386	98.466	98.254	87.689	91.81	91.667	91.821	91.821	91.821	91.821	84.721	85.872	85.189	85.084	85.084	85.189	85.225	84.874	84.99	81.293	80.332	84.96	84.798	84.582	84.636	84.636	82.584	82.427
ATKYO-1G75220.1-1890	51.997	51.507	57.55	57.463	57.463	60.828	61.277	61.277	61.012	60.878	60.978	56.18	58.824	58.881	58.535	58.535	56.091	56.091	58.708	58.766	83.742	84.279	83.467	83.467	83.41	81.084	81.084	81.084	80.928	80.771	80.771	80.615	80.635	80.531	80.406	85.481	80.521	81.231	81.281	81.522	81.813	81.922	82.094	82.094	81.979	85.305	85.486	85.065	85.112	85.468	85.729	85.781	84.997	87.141	87.141	91.009	79.079	79.027	79.027	79.027	79.027	79.323	79.478	95.344	97.566		98.624	98.386	98.571	98.571	87.689	91.954	91.821	91.975	91.975	91.975	91.975	84.247	87.185	86.345	86.239	86.239	86.345	86.323	86.029	86.14	80.074	79.121	83.612	83.45	83.558	83.612	83.612	82.741	82.688
ATERI-1G74070.1-1890	51.862	51.299	57.463	57.377	57.377	60.742	61.277	61.277	61.012	60.778	60.878	56.039	58.997	59.054	58.708	58.708	56.299	56.299	58.881	58.939	84.106	84.435	83.638	83.638	83.581	81.188	81.188	81.188	81.032	80.875	80.875	80.615	80.635	80.531	80.406	85.539	80.781	81.169	81.219	81.751	82.041	82.151	82.323	82.323	82.208	85.149	85.329	84.491	84.539	84.893	85.154	85.206	84.422	86.2	86.2	89.911	79.393	79.341	79.341	79.341	79.341	79.427	79.582	95.238	98.307	98.624		99.021	99.312	99.206	87.563	91.667	91.667	91.821	91.821	91.821	91.821	84.299	86.922	86.292	86.187	86.187	86.292	86.271	85.977	86.088	80.233	79.384	83.774	83.504	83.612	83.666	83.666	82.741	82.688
ATCT-1G62930.1-2151	52.024	51.377	57.463	57.377	57.377	60.742	61.577	61.577	61.117	60.878	60.978	56.074	58.679	58.737	58.391	58.391	52.767	52.767	58.564	58.622	84.002	78.806	83.724	83.724	83.667	81.032	81.032	81.032	80.875	80.719	80.719	80.563	73.246	73.156	80.354	85.364	80.625	81.2	81.25	81.15	81.784	81.894	82.065	82.065	81.951	79.412	85.696	83.982	76.707	84.449	84.762	84.867	84.684	85.991	85.991	89.65	79.498	79.446	79.446	79.446	79.446	73.199	73.402	95.106	98.386	98.386	99.021		99.603	99.396	87.753	91.595	91.435	91.59	91.59	91.59	91.59	84.168	87.054	86.292	86.187	86.187	86.292	82.082	85.977	80.682	79.862	78.91	83.558	83.396	83.666	83.72	83.72	74.82	74.775
ATAN-1G80160.1-1890	51.97	51.299	57.463	57.377	57.377	60.742	61.577	61.577	61.117	60.878	60.978	56.18	58.766	58.824	58.478	58.478	56.091	56.091	58.651	58.708	84.211	84.591	83.81	83.81	83.753	81.188	81.188	81.188	81.032	80.875	80.875	80.719	80.739	80.635	80.511	85.539	80.781	81.292	81.343	81.236	81.87	81.979	82.151	82.151	82.037	85.722	85.905	84.073	84.123	84.527	84.841	84.945	84.893	86.147	86.147	89.859	79.655	79.603	79.603	79.603	79.603	79.688	79.843	95.291	98.466	98.571	99.312	99.603		99.683	87.816	91.954	91.821	91.975	91.975	91.975	91.975	84.247	87.185	86.502	86.397	86.397	86.502	86.48	86.187	86.297	80.074	79.121	83.72	83.558	83.881	83.935	83.935	83.002	82.95
ATCol-1G62930.1-2153	52.024	51.403	57.55	57.463	57.463	60.828	61.577	61.577	61.117	60.878	60.978	56.18	58.824	58.881	58.535	58.535	52.83	52.83	58.593	58.651	84.263	78.713	83.696	83.696	83.638	81.084	81.084	81.084	80.928	80.771	80.771	80.615	73.315	73.226	80.406	85.423	80.677	81.292	81.343	81.236	81.87	81.979	82.151	82.151	82.037	79.708	85.957	84.23	76.817	84.684	84.893	84.997	84.841	86.304	86.304	89.807	79.707	79.655	79.655	79.655	79.655	73.28	73.582	95.291	98.254	98.571	99.206	99.396	99.683		87.816	91.954	91.821	91.975	91.975	91.975	91.975	84.141	87.342	86.66	86.555	86.555	86.66	82.365	86.345	80.844	80.233	79.279	83.612	83.45	83.774	83.827	83.827	74.741	74.696
ATCT-1G63320.1-792	43.844	44.508	47.355	47.184	47.184	52.133	52.133	52.133	52.645	52.133	51.962	47.025	68.51	68.51	68.029	68.029	61.174	61.174	67.869	67.869	85.038	84.785	84.783	84.783	84.622	82.386	82.386	82.386	82.386	82.639	82.639	82.26	82.386	82.386	82.26	82.26	82.26	83.165	83.165	83.097	82.783	82.783	82.94	82.94	82.94	84.785	84.722	84.596	84.912	84.912	85.417	85.29	84.659	83.649	83.649	85.29	77.967	77.967	77.967	77.967	77.967	78.22	78.598	87.816	87.689	87.689	87.563	87.753	87.816	87.816		98.635	98.688	98.843	98.843	98.843	98.843	94.381	90.088	86.806	86.806	86.806	86.806	87.184	86.679	87.184	81.927	80.087	81.881	81.755	86.174	86.174	86.174	86.048	86.174
ATCol-1G63320.1-695	43.543	44.54	47.959	47.755	47.755	53.469	53.469	53.469	54.082	53.469	53.265	47.12	72.538	72.538	71.97	71.97	63.362	63.362	71.78	71.78	88.793	88.506	89.905	89.905	89.905	86.925	86.925	86.925	86.925	86.925	86.925	86.782	86.782	86.782	86.782	86.925	86.925	91.5	91.5	89.259	88.889	88.889	89.074	89.074	89.074	88.793	88.721	89.296	89.511	89.511	90.086	89.943	88.649	88.506	88.506	89.368	82.04	82.04	82.04	82.04	82.04	82.328	82.902	91.954	91.81	91.954	91.667	91.595	91.954	91.954	98.635		99.383	99.537	99.537	99.537	99.537	99.425	94.397	90.805	90.805	90.805	90.805	91.092	90.661	91.092	86.963	84.648	87.213	87.213	91.954	91.954	91.954	91.81	91.954
ATKYO-1G75770.1-648	41.312	42.593	45.475	45.249	45.249	51.584	51.357	51.357	52.036	51.584	51.357	45.469	72.917	72.917	72.292	72.292	62.809	62.809	72.083	72.083	88.58	88.272	89.518	89.518	89.518	87.037	87.037	87.037	87.037	87.037	87.037	86.883	86.883	86.883	86.883	87.037	87.037	91.477	91.477	89.024	88.618	88.618	88.821	88.821	88.821	88.58	88.503	90.046	90.123	90.123	90.741	90.586	88.272	88.426	88.426	89.043	82.253	82.253	82.253	82.253	82.253	82.562	83.333	91.821	91.667	91.821	91.667	91.435	91.821	91.821	98.688	99.383		99.846	99.846	99.846	99.846	99.691	94.29	90.741	90.741	90.741	90.741	90.741	90.586	90.741	87.231	84.894	86.728	86.728	92.747	92.747	92.747	92.593	92.747
ATAN-1G80650.1-648	41.482	42.747	45.701	45.475	45.475	51.81	51.584	51.584	52.262	51.81	51.584	45.628	73.125	73.125	72.5	72.5	62.963	62.963	72.292	72.292	88.735	88.426	89.727	89.727	89.727	87.191	87.191	87.191	87.191	87.191	87.191	87.037	87.037	87.037	87.037	87.191	87.191	91.761	91.761	89.228	88.821	88.821	89.024	89.024	89.024	88.735	88.657	90.201	90.278	90.278	90.895	90.741	88.426	88.58	88.58	89.198	82.407	82.407	82.407	82.407	82.407	82.716	83.488	91.975	91.821	91.975	91.821	91.59	91.975	91.975	98.843	99.537	99.846		100	100	100	99.846	94.444	90.895	90.895	90.895	90.895	90.895	90.741	90.895	87.385	85.045	86.883	86.883	92.901	92.901	92.901	92.747	92.901
ATERI-1G74580.1-648	41.482	42.747	45.701	45.475	45.475	51.81	51.584	51.584	52.262	51.81	51.584	45.628	73.125	73.125	72.5	72.5	62.963	62.963	72.292	72.292	88.735	88.426	89.727	89.727	89.727	87.191	87.191	87.191	87.191	87.191	87.191	87.037	87.037	87.037	87.037	87.191	87.191	91.761	91.761	89.228	88.821	88.821	89.024	89.024	89.024	88.735	88.657	90.201	90.278	90.278	90.895	90.741	88.426	88.58	88.58	89.198	82.407	82.407	82.407	82.407	82.407	82.716	83.488	91.975	91.821	91.975	91.821	91.59	91.975	91.975	98.843	99.537	99.846	100		100	100	99.846	94.444	90.895	90.895	90.895	90.895	90.895	90.741	90.895	87.385	85.045	86.883	86.883	92.901	92.901	92.901	92.747	92.901
ATLER-1G76440.1-648	41.482	42.747	45.701	45.475	45.475	51.81	51.584	51.584	52.262	51.81	51.584	45.628	73.125	73.125	72.5	72.5	62.963	62.963	72.292	72.292	88.735	88.426	89.727	89.727	89.727	87.191	87.191	87.191	87.191	87.191	87.191	87.037	87.037	87.037	87.037	87.191	87.191	91.761	91.761	89.228	88.821	88.821	89.024	89.024	89.024	88.735	88.657	90.201	90.278	90.278	90.895	90.741	88.426	88.58	88.58	89.198	82.407	82.407	82.407	82.407	82.407	82.716	83.488	91.975	91.821	91.975	91.821	91.59	91.975	91.975	98.843	99.537	99.846	100	100		100	99.846	94.444	90.895	90.895	90.895	90.895	90.895	90.741	90.895	87.385	85.045	86.883	86.883	92.901	92.901	92.901	92.747	92.901
ATSHA-1G77270.1-648	41.482	42.747	45.701	45.475	45.475	51.81	51.584	51.584	52.262	51.81	51.584	45.628	73.125	73.125	72.5	72.5	62.963	62.963	72.292	72.292	88.735	88.426	89.727	89.727	89.727	87.191	87.191	87.191	87.191	87.191	87.191	87.037	87.037	87.037	87.037	87.191	87.191	91.761	91.761	89.228	88.821	88.821	89.024	89.024	89.024	88.735	88.657	90.201	90.278	90.278	90.895	90.741	88.426	88.58	88.58	89.198	82.407	82.407	82.407	82.407	82.407	82.716	83.488	91.975	91.821	91.975	91.821	91.59	91.975	91.975	98.843	99.537	99.846	100	100	100		99.846	94.444	90.895	90.895	90.895	90.895	90.895	90.741	90.895	87.385	85.045	86.883	86.883	92.901	92.901	92.901	92.747	92.901
ATCVI-1G77080.1-1884	52.814	52.488	57.981	57.895	57.895	61.95	60.878	60.878	60.063	60.279	60.379	56.25	61.085	61.201	60.912	60.912	58.503	58.503	60.97	61.028	84.293	84.66	84.646	84.646	84.531	82.408	82.408	82.356	82.199	83.403	83.403	83.141	82.984	82.984	82.932	87.988	83.089	89.49	88.847	90.143	88.616	88.711	88.997	88.997	88.768	83.979	83.953	85.32	85.609	85.609	85.924	85.872	87.5	84.349	84.349	85.819	82.668	82.511	82.511	82.563	82.563	82.3	82.563	84.826	84.721	84.247	84.299	84.168	84.247	84.141	94.381	99.425	99.691	99.846	99.846	99.846	99.846		88.36	86.984	87.09	87.09	87.143	87.381	86.825	87.09	80.423	79.732	83.423	83.208	84.715	84.769	84.769	83.956	83.851
ATERI-1G74340.1-1893	53.539	52.929	57.808	57.722	57.722	61.605	61.377	61.377	60.801	60.679	60.778	56.18	60.912	60.912	60.624	60.624	58.216	58.216	60.681	60.739	84.551	84.603	84.585	84.585	84.585	82.829	82.829	82.829	82.672	82.359	82.359	82.203	82.411	82.359	82.098	86.414	82.046	83.58	83.116	82.067	83.495	83.438	83.609	83.609	83.609	86.952	86.926	84.682	84.969	84.969	85.177	85.23	85.856	86.013	86.013	87.004	81.204	81.099	81.099	81.152	81.152	81.571	81.832	86.502	85.872	87.185	86.922	87.054	87.185	87.342	90.088	94.397	94.29	94.444	94.444	94.444	94.444	88.36		96.302	96.461	96.461	96.355	96.698	96.513	96.778	81.352	80.446	82.321	82.16	82.859	82.912	82.912	82.199	82.147
ATCVI-1G76860.1-1893	53.269	52.824	57.636	57.55	57.55	61.432	61.178	61.178	60.59	60.479	60.579	55.969	61.547	61.547	61.201	61.201	58.685	58.685	61.201	61.259	85.073	85.125	85.1	85.1	85.215	83.194	83.194	83.194	83.038	82.724	82.724	82.463	82.672	82.62	82.359	86.822	82.411	83.951	83.489	82.753	84.178	84.123	84.295	84.295	84.295	86.848	86.822	83.325	83.559	83.559	83.873	83.925	85.282	86.273	86.273	87.109	81.675	81.571	81.571	81.623	81.623	82.094	82.094	85.662	85.189	86.345	86.292	86.292	86.502	86.66	86.806	90.805	90.741	90.895	90.895	90.895	90.895	86.984	96.302		99.525	99.525	99.63	99.34	99.26	99.208	82.356	81.444	81.569	81.408	83.933	83.987	83.987	83.246	83.194
ATKYO-1G75540.1-1893	53.431	52.981	57.55	57.463	57.463	61.346	61.178	61.178	60.59	60.479	60.579	56.11	61.49	61.49	61.143	61.143	58.633	58.633	61.143	61.201	85.23	85.177	85.158	85.158	85.272	83.142	83.142	83.142	82.985	82.724	82.724	82.463	82.62	82.568	82.307	86.764	82.359	84.012	83.551	82.81	84.348	84.18	84.352	84.352	84.466	86.9	86.874	83.377	83.612	83.612	83.925	83.977	85.491	86.117	86.117	87.004	81.832	81.728	81.728	81.78	81.78	82.094	82.094	85.662	85.084	86.239	86.187	86.187	86.397	86.555	86.806	90.805	90.741	90.895	90.895	90.895	90.895	87.09	96.461	99.525		100	99.894	99.287	99.419	99.366	82.303	81.391	81.515	81.462	83.88	83.826	83.826	83.194	83.141
ATLER-1G76200.1-1893	53.431	52.981	57.55	57.463	57.463	61.346	61.178	61.178	60.59	60.479	60.579	56.11	61.49	61.49	61.143	61.143	58.633	58.633	61.143	61.201	85.23	85.177	85.158	85.158	85.272	83.142	83.142	83.142	82.985	82.724	82.724	82.463	82.62	82.568	82.307	86.764	82.359	84.012	83.551	82.81	84.348	84.18	84.352	84.352	84.466	86.9	86.874	83.377	83.612	83.612	83.925	83.977	85.491	86.117	86.117	87.004	81.832	81.728	81.728	81.78	81.78	82.094	82.094	85.662	85.084	86.239	86.187	86.187	86.397	86.555	86.806	90.805	90.741	90.895	90.895	90.895	90.895	87.09	96.461	99.525	100		99.894	99.287	99.419	99.366	82.303	81.391	81.515	81.462	83.88	83.826	83.826	83.194	83.141
ATSHA-1G77040.1-1893	53.431	52.981	57.55	57.463	57.463	61.432	61.178	61.178	60.59	60.479	60.579	56.18	61.49	61.49	61.143	61.143	58.633	58.633	61.143	61.201	85.282	85.125	85.1	85.1	85.215	83.09	83.09	83.09	82.933	82.672	82.672	82.411	82.568	82.516	82.255	86.706	82.307	84.074	83.613	82.867	84.405	84.238	84.409	84.409	84.523	87.004	86.978	83.325	83.559	83.559	83.873	83.925	85.543	86.221	86.221	87.109	81.885	81.78	81.78	81.832	81.832	82.199	82.199	85.609	85.189	86.345	86.292	86.292	86.502	86.66	86.806	90.805	90.741	90.895	90.895	90.895	90.895	87.143	96.355	99.63	99.894	99.894		99.392	99.313	99.26	82.356	81.444	81.569	81.515	83.933	83.88	83.88	83.246	83.194
ATCT-1G63130.1-2223	53.323	52.119	57.55	57.463	57.463	61.519	61.078	61.078	60.485	60.379	60.479	56.18	61.288	61.288	60.941	60.941	54.366	55.053	60.941	60.999	85.302	76.563	85.237	85.237	85.18	83.325	83.325	83.325	83.169	82.856	82.856	82.596	75.488	75.442	82.492	86.968	82.367	79.692	83.706	82.953	84.377	84.323	84.495	84.495	84.495	77.67	87.22	83.577	76.023	83.847	84.055	84.108	85.778	86.195	86.195	87.239	81.911	81.806	81.806	81.859	81.859	77.477	79.705	85.643	85.225	86.323	86.271	82.082	86.48	82.365	87.184	91.092	90.741	90.895	90.895	90.895	90.895	87.381	96.698	99.34	99.287	99.287	99.392		99.34	99.46	82.647	81.732	81.865	81.703	83.907	83.96	83.96	78.131	78.085
ATAN-1G80420.1-1893	53.377	52.929	57.722	57.636	57.636	61.605	61.377	61.377	60.801	60.679	60.778	56.25	61.49	61.49	61.143	61.143	58.633	58.633	61.143	61.201	85.021	85.125	85.1	85.1	85.215	83.142	83.142	83.142	82.985	82.672	82.672	82.411	82.62	82.568	82.307	86.764	82.307	83.889	83.426	82.696	84.121	84.066	84.238	84.238	84.238	86.848	86.822	83.272	83.507	83.507	83.716	83.768	85.334	85.908	85.908	86.795	81.78	81.675	81.675	81.728	81.728	82.147	82.147	85.452	84.874	86.029	85.977	85.977	86.187	86.345	86.679	90.661	90.586	90.741	90.741	90.741	90.741	86.825	96.513	99.26	99.419	99.419	99.313	99.34		99.736	82.145	81.286	81.462	81.3	83.665	83.718	83.718	82.984	82.932
ATCol-1G63130.1-2638	53.214	51.944	57.463	57.377	57.377	61.346	61.078	61.078	60.485	60.379	60.479	56.039	61.259	61.259	60.912	60.912	53.373	53.99	60.912	60.97	85.068	72.582	85.151	85.151	85.094	83.247	83.247	83.247	83.091	82.778	82.778	82.518	70.765	70.724	82.414	86.939	82.237	76.375	83.551	82.81	84.234	84.18	84.352	84.352	84.352	77.185	87.037	83.498	70.44	83.768	83.977	84.029	85.595	86.013	86.013	87.056	81.832	81.728	81.728	81.78	81.78	74.165	78.674	85.565	84.99	86.14	86.088	80.682	86.297	80.844	87.184	91.092	90.741	90.895	90.895	90.895	90.895	87.09	96.778	99.208	99.366	99.366	99.26	99.46	99.736		82.409	81.549	81.677	81.515	83.718	83.772	83.772	74.644	74.561
ATCol-1G63070.1-1844	50.517	50.211	55.039	54.953	54.953	58.312	57.769	57.769	57.098	57.271	57.371	53.647	56.92	56.978	56.632	56.632	54.995	54.995	56.69	56.747	80.569	79.884	79.456	79.456	79.282	79.884	79.884	79.884	79.726	79.726	79.726	79.674	80.042	79.779	79.516	84.45	80.358	78.835	78.272	79.447	79.39	79.447	79.562	79.562	79.39	80.937	80.911	81.907	82.092	82.198	82.409	82.462	80.718	80.507	80.507	80.771	77.62	77.62	77.62	77.567	77.567	77.778	77.936	82.565	81.293	80.074	80.233	79.862	80.074	80.233	81.927	86.963	87.231	87.385	87.385	87.385	87.385	80.423	81.352	82.356	82.303	82.303	82.356	82.647	82.145	82.409		97.605	87.493	87.114	86.248	86.248	86.248	84.337	84.23
ATCT-1G63070.1-1858	50.433	50.079	54.476	54.39	54.39	57.886	57.185	57.185	56.49	56.693	56.791	53.547	56.386	56.443	56.1	56.1	54.258	54.258	56.157	56.214	79.409	78.885	78.477	78.477	78.362	78.938	78.938	78.938	78.781	78.781	78.781	78.676	78.99	78.728	78.467	83.372	79.304	78.154	77.595	78.588	78.473	78.531	78.645	78.645	78.473	79.618	79.592	80.787	80.971	81.076	81.286	81.339	79.396	79.186	79.186	79.449	76.688	76.688	76.688	76.635	76.635	76.845	76.897	81.648	80.332	79.121	79.384	78.91	79.121	79.279	80.087	84.648	84.894	85.045	85.045	85.045	85.045	79.732	80.446	81.444	81.391	81.391	81.444	81.732	81.286	81.549	97.605		86.095	85.772	85.234	85.234	85.234	83.351	83.245
ATCVI-1G76790.1-1845	51.856	51.501	56.083	55.997	55.997	59.534	59.082	59.082	58.535	58.782	58.882	54.494	58.989	59.048	58.696	58.696	56.952	56.952	58.872	58.931	80.557	80.986	80.778	80.778	80.719	81.253	81.253	81.253	81.093	80.932	80.932	80.986	81.253	81.2	80.878	84.665	81.2	81.15	80.383	81.29	81.114	81.173	81.114	81.114	80.938	81.36	81.334	83.907	83.933	84.041	84.148	84.31	82.268	82.483	82.483	82.859	78.04	77.986	77.986	77.986	77.986	78.147	78.093	86.307	84.96	83.612	83.774	83.558	83.72	83.612	81.881	87.213	86.728	86.883	86.883	86.883	86.883	83.423	82.321	81.569	81.515	81.515	81.569	81.865	81.462	81.677	87.493	86.095		99.295	92.087	92.195	92.195	90.732	90.786
ATERI-1G74270.1-1844	51.911	51.608	56.169	56.083	56.083	59.62	59.082	59.082	58.43	58.782	58.882	54.565	59.048	59.107	58.754	58.754	57.005	57.005	58.931	58.989	80.343	80.664	80.425	80.425	80.366	80.932	80.932	80.932	80.771	80.771	80.771	80.825	81.093	81.039	80.718	84.49	81.039	80.831	80.064	80.938	80.821	80.762	80.704	80.704	80.528	81.093	81.066	83.745	83.772	83.88	83.987	84.148	82.16	82.321	82.321	82.697	77.933	77.879	77.879	77.879	77.879	77.986	77.933	86.146	84.798	83.45	83.504	83.396	83.558	83.45	81.755	87.213	86.728	86.883	86.883	86.883	86.883	83.208	82.16	81.408	81.462	81.462	81.515	81.703	81.3	81.515	87.114	85.772	99.295		91.978	91.978	91.978	90.623	90.678
ATAN-1G80360.1-1845	52.964	52.304	57.291	57.204	57.204	60.138	60.18	60.18	58.957	59.182	59.281	55.197	59.636	59.694	59.401	59.401	57.487	57.487	59.518	59.577	83.128	83.717	83.785	83.785	83.844	82.057	82.057	82.057	81.896	81.95	81.95	81.789	82.057	82.003	81.682	85.656	82.11	83.962	83.195	83.226	83.754	83.695	83.519	83.519	83.343	83.128	83.101	83.262	83.503	83.611	83.718	83.88	84.202	84.363	84.363	84.148	78.843	78.79	78.79	78.79	78.79	78.897	79.164	85.714	84.582	83.558	83.612	83.666	83.881	83.774	86.174	91.954	92.747	92.901	92.901	92.901	92.901	84.715	82.859	83.933	83.88	83.88	83.933	83.907	83.665	83.718	86.248	85.234	92.087	91.978		99.892	99.892	98.211	98.537
ATKYO-1G75480.1-1845	52.909	52.251	57.291	57.204	57.204	60.138	60.18	60.18	58.957	59.182	59.281	55.197	59.518	59.577	59.283	59.283	57.38	57.38	59.401	59.459	83.074	83.717	83.785	83.785	83.844	82.057	82.057	82.057	81.896	81.95	81.95	81.789	82.057	82.003	81.682	85.656	82.11	84.026	83.259	83.284	83.695	83.754	83.578	83.578	83.402	83.235	83.208	83.315	83.557	83.665	83.772	83.933	84.148	84.417	84.417	84.202	78.843	78.79	78.79	78.79	78.79	79.004	79.272	85.768	84.636	83.612	83.666	83.72	83.935	83.827	86.174	91.954	92.747	92.901	92.901	92.901	92.901	84.769	82.912	83.987	83.826	83.826	83.88	83.96	83.718	83.772	86.248	85.234	92.195	91.978	99.892		100	98.211	98.537
